Id,Name,Tier__c,CustomerPriority__c,SLA__c,Industry,Region__c,ContractStatus__c,ContractStartDate__c,ContractEndDate__c,AnnualContractValue__c,ProductLine__c,CreatedDate,BillingCountry,NumberOfEmployees,Website,AccountSource
001000000000000421,AuroraWave Inc,SMB,High,Silver,Healthcare,LATAM,Active,2025-12-02,2026-12-02,44209,Analytics Suite,2022-03-20,US,42116,www.aurorawave.com,Outbound
001000000000000422,VertexSignal Global,SMB,High,Platinum,Logistics,LATAM,Active,2025-07-16,2026-07-16,46473,Data Sync,2024-11-19,FR,41982,www.vertexsignal.com,Event
001000000000000423,VertexLabs Inc,Enterprise,Low,Platinum,Public Sector,EMEA,Active,2025-08-25,2026-08-25,926657,Edge Connect,2024-04-02,UK,55659,www.vertexlabs.com,Partner
001000000000000424,SilverWave Group,Enterprise,Medium,Silver,Energy,NA-East,Active,2026-09-17,2027-09-17,733441,Core Platform,2023-06-03,UK,42531,www.silverwave.com,Partner
001000000000000425,BrightCompute Systems,Enterprise,High,Gold,Media,NA-East,Active,2025-10-02,2026-10-02,576173,AI Studio,2022-08-15,DE,48572,www.brightcompute.com,Event
001000000000000426,AuroraVision Industries,SMB,High,Gold,Media,EMEA,Active,2025-09-12,2026-09-12,30484,AI Studio,2022-02-09,JP,30905,www.auroravision.com,Inbound
001000000000000427,PioneerLink Systems,Enterprise,Low,Silver,Technology,APAC,Active,2025-07-20,2026-07-20,1149553,Edge Connect,2024-05-11,JP,27224,www.pioneerlink.com,Inbound
001000000000000428,CopperCore Industries,SMB,Low,Silver,Energy,APAC,Active,2025-07-21,2026-07-21,62832,Analytics Suite,2024-06-26,JP,11334,www.coppercore.com,Inbound
001000000000000429,ApexSystems Inc,Enterprise,Medium,Gold,Financial Services,EMEA,Active,2026-05-30,2027-05-30,528564,Core Platform,2023-07-12,AU,56427,www.apexsystems.com,Event
001000000000000430,IronNetworks Systems,SMB,Medium,Silver,Biotech,NA-East,Active,2026-01-22,2027-01-22,51674,Edge Connect,2023-03-25,FR,19883,www.ironnetworks.com,Outbound
001000000000000431,MapleLogic Partners,Enterprise,Medium,Platinum,Energy,NA-West,Expired,2025-02-20,2026-02-20,1155705,Edge Connect,2023-12-01,UK,51833,www.maplelogic.com,Inbound
001000000000000432,SummitData Co,Enterprise,High,Silver,Education,APAC,Active,2025-12-09,2026-12-09,149704,Analytics Suite,2024-03-07,BR,56490,www.summitdata.com,Inbound
001000000000000433,CopperCore Group,SMB,Low,Bronze,Public Sector,NA-West,Expired,2024-11-07,2025-11-07,34506,Core Platform,2024-12-27,IN,19912,www.coppercore.com,Partner
001000000000000434,PioneerWorks Partners,SMB,Low,Platinum,Healthcare,NA-East,Active,2026-08-29,2027-08-29,60146,Core Platform,2022-04-06,US,25749,www.pioneerworks.com,Inbound
001000000000000435,RidgeForge Global,SMB,Medium,Gold,Logistics,EMEA,Active,2025-09-09,2026-09-09,53820,Edge Connect,2021-04-28,UK,42892,www.ridgeforge.com,Outbound
001000000000000436,CopperFabric Global,Enterprise,High,Gold,Public Sector,APAC,Active,2026-04-10,2027-04-10,1101067,Analytics Suite,2024-03-07,US,4153,www.copperfabric.com,Event
001000000000000437,BlueVector Corp,Enterprise,Medium,Platinum,Education,EMEA,Active,2025-09-28,2026-09-28,499747,Analytics Suite,2020-07-21,IN,51281,www.bluevector.com,Partner
001000000000000438,MapleWorks Co,Enterprise,Low,Silver,Public Sector,LATAM,Active,2026-01-25,2027-01-25,231110,AI Studio,2023-07-30,IN,49749,www.mapleworks.com,Event
001000000000000439,CobaltLogic Co,Enterprise,Low,Gold,Manufacturing,EMEA,Expired,2024-12-02,2025-12-02,94762,Edge Connect,2022-03-10,IN,27768,www.cobaltlogic.com,Partner
001000000000000440,AuroraMetric Group,Enterprise,Low,Gold,Manufacturing,NA-West,Active,2026-02-17,2027-02-17,1139913,Edge Connect,2022-07-06,US,39006,www.aurorametric.com,Inbound
001000000000000441,VertexDigital Systems,SMB,High,Gold,Education,NA-West,Active,2025-08-28,2026-08-28,47824,AI Studio,2019-09-11,SG,5519,www.vertexdigital.com,Partner
001000000000000442,DeltaNetworks Holdings,Enterprise,Medium,Silver,Technology,EMEA,Expired,2025-05-11,2026-05-11,624060,Analytics Suite,2023-02-17,SG,13009,www.deltanetworks.com,Partner
001000000000000443,SableWorks Co,Enterprise,High,Bronze,Healthcare,EMEA,Expired,2025-01-10,2026-01-10,644757,Analytics Suite,2025-02-11,BR,57321,www.sableworks.com,Inbound
001000000000000444,KeystoneAnalytics LLC,Enterprise,High,Bronze,Media,APAC,Active,2025-07-20,2026-07-20,977259,Edge Connect,2023-12-01,BR,58048,www.keystoneanalytics.com,Outbound
001000000000000445,MeridianPulse LLC,SMB,Medium,Gold,Media,NA-West,Active,2026-12-08,2027-12-08,15433,Edge Connect,2023-07-04,JP,52019,www.meridianpulse.com,Partner
001000000000000446,CascadeDigital Partners,Enterprise,High,Bronze,Education,LATAM,Expired,2025-04-23,2026-04-23,925510,AI Studio,2025-03-21,SG,11870,www.cascadedigital.com,Event
001000000000000447,TitanDigital Group,Enterprise,Medium,Bronze,Logistics,APAC,Active,2025-10-09,2026-10-09,346180,Data Sync,2025-04-16,SG,31888,www.titandigital.com,Partner
001000000000000448,Meridian Sphere Global,Enterprise,Low,Silver,Technology,LATAM,Expired,2025-01-30,2026-01-30,840006,Core Platform,2023-12-11,JP,21463,www.meridian.com,Partner
001000000000000449,HarborDynamics Holdings,Enterprise,High,Platinum,Retail,NA-West,Expired,2024-12-30,2025-12-30,217682,Core Platform,2022-06-10,JP,25400,www.harbordynamics.com,Inbound
001000000000000450,RidgeCloud Corp,Enterprise,High,Bronze,Energy,NA-West,Active,2026-03-08,2027-03-08,788587,Analytics Suite,2020-02-06,SG,10047,www.ridgecloud.com,Outbound
001000000000000451,SterlingAnalytics Solutions,Enterprise,High,Platinum,Manufacturing,EMEA,Active,2025-10-01,2026-10-01,923927,Edge Connect,2025-02-16,SG,30033,www.sterlinganalytics.com,Partner
001000000000000452,VanguardNexus Holdings,Enterprise,High,Bronze,Media,EMEA,Active,2025-08-18,2026-08-18,834038,AI Studio,2021-06-23,UK,39030,www.vanguardnexus.com,Event
001000000000000453,AuroraWave Technologies,SMB,Medium,Bronze,Manufacturing,NA-East,Active,2025-09-07,2026-09-07,31595,Analytics Suite,2019-12-09,BR,26553,www.aurorawave.com,Partner
001000000000000454,MapleMicro Technologies,SMB,Low,Bronze,Retail,LATAM,Active,2025-08-22,2026-08-22,46214,Edge Connect,2019-11-13,SG,4975,www.maplemicro.com,Event
001000000000000455,GranitePulse Group,Enterprise,Medium,Gold,Financial Services,NA-West,Active,2026-12-16,2027-12-16,281014,Analytics Suite,2020-01-01,UK,24616,www.granitepulse.com,Outbound
001000000000000456,CopperDynamics Inc,Enterprise,Low,Silver,Technology,LATAM,Active,2026-11-07,2027-11-07,426712,Core Platform,2022-08-21,UK,13008,www.copperdynamics.com,Event
001000000000000457,Helios Stream Global,SMB,High,Gold,Healthcare,EMEA,Active,2025-12-05,2026-12-05,59704,Data Sync,2020-02-16,US,49183,www.helios.com,Outbound
001000000000000458,Consolidated Nexus Partners,SMB,Low,Silver,Healthcare,EMEA,Active,2026-08-29,2027-08-29,42684,Core Platform,2019-09-07,DE,19152,www.consolidated.com,Event
001000000000000459,SterlingCore Group,Enterprise,High,Silver,Education,LATAM,Active,2026-03-16,2027-03-16,206294,Analytics Suite,2021-02-05,UK,32435,www.sterlingcore.com,Inbound
001000000000000460,KeystoneMetric Corp,Enterprise,High,Platinum,Energy,APAC,Active,2026-03-23,2027-03-23,1078745,Analytics Suite,2023-05-10,BR,617,www.keystonemetric.com,Outbound
001000000000000461,VanguardDynamics Systems,Enterprise,High,Gold,Energy,NA-East,Active,2025-09-10,2026-09-10,640372,AI Studio,2022-07-23,FR,31838,www.vanguarddynamics.com,Event
001000000000000462,OrchardWorks Co,SMB,Low,Silver,Technology,APAC,Active,2026-01-17,2027-01-17,66810,AI Studio,2020-10-17,JP,24191,www.orchardworks.com,Outbound
001000000000000463,AuroraMicro Corp,Enterprise,Medium,Platinum,Telecom,APAC,Active,2025-09-18,2026-09-18,1054460,Analytics Suite,2023-11-20,SG,44852,www.auroramicro.com,Inbound
001000000000000464,Pan-Atlantic Vector Group,SMB,Low,Silver,Biotech,LATAM,Expired,2025-02-23,2026-02-23,57434,Edge Connect,2019-08-22,SG,13309,www.pan-atlantic.com,Outbound
001000000000000465,BeaconDigital LLC,SMB,Low,Bronze,Healthcare,LATAM,Active,2025-10-05,2026-10-05,11885,Edge Connect,2023-02-01,US,42604,www.beacondigital.com,Inbound
001000000000000466,AtlasStream Systems,SMB,Low,Gold,Telecom,LATAM,Active,2026-03-18,2027-03-18,48467,Data Sync,2021-04-30,AU,38475,www.atlasstream.com,Event
001000000000000467,LarkCore Systems,Enterprise,High,Gold,Telecom,APAC,Active,2025-07-30,2026-07-30,141498,AI Studio,2023-05-12,DE,45959,www.larkcore.com,Outbound
001000000000000468,CrownWorks LLC,SMB,Medium,Bronze,Healthcare,APAC,Active,2026-10-04,2027-10-04,25335,Analytics Suite,2020-06-13,BR,22386,www.crownworks.com,Inbound
001000000000000469,SableSoft Global,Enterprise,Medium,Bronze,Telecom,APAC,Active,2026-11-05,2027-11-05,738713,Edge Connect,2019-07-20,AU,59427,www.sablesoft.com,Event
001000000000000470,Helios Networks LLC,Enterprise,High,Silver,Logistics,EMEA,Active,2025-08-07,2026-08-07,903916,Core Platform,2023-08-06,DE,59132,www.helios.com,Inbound
001000000000000471,DeltaDigital Co,SMB,High,Gold,Financial Services,EMEA,Active,2025-07-23,2026-07-23,11393,Core Platform,2024-01-18,IN,38220,www.deltadigital.com,Inbound
001000000000000472,ApexLoop Partners,Enterprise,Low,Silver,Healthcare,LATAM,Active,2026-02-12,2027-02-12,299420,Analytics Suite,2023-07-12,BR,23789,www.apexloop.com,Inbound
001000000000000473,MapleData Systems,Enterprise,Medium,Platinum,Media,NA-East,Active,2025-08-12,2026-08-12,1008598,Analytics Suite,2021-03-23,UK,31092,www.mapledata.com,Partner
001000000000000474,NovaPulse Systems,SMB,Medium,Silver,Retail,NA-East,Active,2026-10-01,2027-10-01,37771,Data Sync,2019-09-29,UK,51565,www.novapulse.com,Outbound
001000000000000475,Meridian Analytics Group,Enterprise,Medium,Silver,Energy,EMEA,Active,2025-07-26,2026-07-26,907597,Edge Connect,2023-11-15,US,30091,www.meridian.com,Event
001000000000000476,QuantumSphere LLC,Enterprise,High,Bronze,Technology,EMEA,Expired,2025-03-15,2026-03-15,764196,Data Sync,2021-04-02,IN,44314,www.quantumsphere.com,Event
001000000000000477,CopperLogic Solutions,Enterprise,Low,Gold,Education,EMEA,Expired,2025-01-01,2026-01-01,1058352,AI Studio,2022-09-10,FR,59160,www.copperlogic.com,Partner
001000000000000478,BeaconCloud LLC,SMB,Medium,Bronze,Manufacturing,LATAM,Active,2026-09-16,2027-09-16,60131,Data Sync,2021-02-23,BR,6000,www.beaconcloud.com,Event
001000000000000479,DeltaLogic Systems,SMB,High,Silver,Logistics,APAC,Active,2026-07-01,2027-07-01,22701,Core Platform,2022-08-17,BR,5605,www.deltalogic.com,Inbound
001000000000000480,CascadeMetric Co,Enterprise,Medium,Gold,Telecom,NA-East,Active,2026-11-29,2027-11-29,781525,Core Platform,2019-10-15,AU,59823,www.cascademetric.com,Inbound
001000000000000481,CascadeMetric LLC,Enterprise,High,Gold,Healthcare,NA-West,Active,2025-09-12,2026-09-12,1129277,Data Sync,2024-03-26,BR,6049,www.cascademetric.com,Partner
001000000000000482,PioneerData Systems,Enterprise,High,Gold,Technology,NA-West,Active,2026-03-01,2027-03-01,924326,Analytics Suite,2020-07-01,US,58280,www.pioneerdata.com,Partner
001000000000000483,BeaconDynamics Holdings,Enterprise,High,Gold,Financial Services,EMEA,Active,2025-08-30,2026-08-30,1096603,Data Sync,2024-08-25,AU,1150,www.beacondynamics.com,Outbound
001000000000000484,SilverDynamics Group,Enterprise,Low,Silver,Education,NA-West,Active,2026-08-11,2027-08-11,627441,Core Platform,2024-08-31,SG,31795,www.silverdynamics.com,Partner
001000000000000485,SilverVector Co,SMB,Medium,Silver,Manufacturing,NA-East,Expired,2025-01-17,2026-01-17,34143,Core Platform,2023-04-02,AU,15276,www.silvervector.com,Outbound
001000000000000486,IronCloud Inc,SMB,Medium,Bronze,Healthcare,NA-West,Active,2026-10-01,2027-10-01,58631,Data Sync,2022-08-08,JP,39948,www.ironcloud.com,Partner
001000000000000487,VertexLabs Holdings,SMB,Medium,Silver,Technology,NA-West,Active,2026-04-16,2027-04-16,38231,AI Studio,2023-02-28,IN,47158,www.vertexlabs.com,Event
001000000000000488,SableSystems Co,Enterprise,High,Silver,Public Sector,LATAM,Active,2025-08-25,2026-08-25,949009,AI Studio,2021-08-11,SG,34945,www.sablesystems.com,Inbound
001000000000000489,SterlingDynamics LLC,Enterprise,High,Gold,Retail,LATAM,Expired,2024-09-24,2025-09-24,1151278,AI Studio,2020-04-27,AU,47092,www.sterlingdynamics.com,Inbound
001000000000000490,RidgeFabric Group,SMB,Low,Silver,Telecom,LATAM,Expired,2025-01-28,2026-01-28,63758,Data Sync,2021-08-09,FR,18415,www.ridgefabric.com,Inbound
001000000000000491,SummitVision Systems,SMB,Medium,Silver,Education,EMEA,Active,2025-09-02,2026-09-02,8168,Core Platform,2020-03-17,UK,27281,www.summitvision.com,Inbound
001000000000000492,PacificSphere Co,SMB,Medium,Gold,Manufacturing,LATAM,Active,2025-07-22,2026-07-22,14646,AI Studio,2020-10-30,BR,15990,www.pacificsphere.com,Event
001000000000000493,SterlingDynamics Industries,SMB,Low,Gold,Education,EMEA,Active,2026-03-05,2027-03-05,58623,Data Sync,2021-12-02,AU,9525,www.sterlingdynamics.com,Outbound
001000000000000494,Allied Core Holdings,SMB,Medium,Silver,Telecom,APAC,Active,2026-09-18,2027-09-18,6592,Edge Connect,2019-11-18,BR,14169,www.allied.com,Partner
001000000000000495,CrownCompute Holdings,SMB,Medium,Gold,Healthcare,NA-East,Active,2025-07-29,2026-07-29,63512,Edge Connect,2023-05-11,IN,52298,www.crowncompute.com,Partner
001000000000000496,SilverCloud Inc,SMB,High,Silver,Retail,NA-West,Active,2025-08-04,2026-08-04,29431,Data Sync,2020-10-16,BR,8725,www.silvercloud.com,Outbound
001000000000000497,Consolidated Cloud Holdings,SMB,Medium,Bronze,Energy,LATAM,Active,2025-09-22,2026-09-22,44989,Edge Connect,2020-02-09,DE,12367,www.consolidated.com,Inbound
001000000000000498,MeridianMicro Inc,SMB,Medium,Gold,Education,LATAM,Active,2026-12-02,2027-12-02,13218,AI Studio,2020-01-18,US,32226,www.meridianmicro.com,Partner
001000000000000499,RidgeLink Global,SMB,Low,Gold,Education,EMEA,Active,2026-06-21,2027-06-21,65853,Core Platform,2019-09-16,JP,42420,www.ridgelink.com,Outbound
001000000000000500,CedarWorks Corp,Enterprise,Medium,Gold,Public Sector,EMEA,Active,2025-10-08,2026-10-08,1013575,Data Sync,2022-08-15,FR,8634,www.cedarworks.com,Event
001000000000000501,Meridian Data Partners,SMB,High,Silver,Public Sector,LATAM,Active,2025-07-18,2026-07-18,48228,Data Sync,2024-02-02,IN,51243,www.meridian.com,Partner
001000000000000502,Standard Tech LLC,SMB,Medium,Gold,Media,APAC,Expired,2025-05-17,2026-05-17,37006,Core Platform,2024-07-12,IN,33729,www.standard.com,Partner
001000000000000503,SableForge Corp,Enterprise,Medium,Silver,Media,NA-East,Active,2025-10-11,2026-10-11,276460,Edge Connect,2025-05-21,SG,880,www.sableforge.com,Inbound
001000000000000504,ApexMicro Corp,SMB,High,Bronze,Healthcare,APAC,Expired,2025-05-04,2026-05-04,18709,Core Platform,2024-07-20,IN,30253,www.apexmicro.com,Event
001000000000000505,Meridian Analytics Systems,Enterprise,Low,Bronze,Financial Services,APAC,Active,2025-08-03,2026-08-03,543000,Data Sync,2021-05-28,BR,50624,www.meridian.com,Outbound
001000000000000506,BeaconFabric Global,SMB,Low,Silver,Manufacturing,NA-East,Active,2026-01-25,2027-01-25,69182,Analytics Suite,2024-01-15,DE,57229,www.beaconfabric.com,Outbound
001000000000000507,CopperMetric LLC,Enterprise,High,Bronze,Technology,EMEA,Expired,2025-03-08,2026-03-08,806788,AI Studio,2023-12-07,IN,59626,www.coppermetric.com,Outbound
001000000000000508,EmeraldAnalytics Industries,Enterprise,Medium,Gold,Manufacturing,LATAM,Active,2026-02-04,2027-02-04,773804,Core Platform,2022-02-24,US,36554,www.emeraldanalytics.com,Partner
001000000000000509,SummitSoft Co,Enterprise,Medium,Gold,Logistics,NA-West,Active,2026-11-15,2027-11-15,341518,Core Platform,2023-12-31,SG,7835,www.summitsoft.com,Outbound
001000000000000510,BrightLabs Corp,Enterprise,Low,Silver,Technology,EMEA,Active,2025-08-03,2026-08-03,637316,Analytics Suite,2022-11-16,IN,54569,www.brightlabs.com,Outbound
001000000000000511,SummitLoop Technologies,Enterprise,Medium,Platinum,Media,NA-West,Expired,2025-06-30,2026-06-30,965337,Core Platform,2019-09-14,US,42923,www.summitloop.com,Inbound
001000000000000512,OnyxNexus Holdings,Enterprise,Medium,Silver,Financial Services,LATAM,Active,2026-11-09,2027-11-09,956182,Edge Connect,2024-07-22,JP,4489,www.onyxnexus.com,Event
001000000000000513,TitanLogic Corp,Enterprise,High,Silver,Public Sector,LATAM,Expired,2024-09-22,2025-09-22,680303,Core Platform,2020-02-03,UK,10424,www.titanlogic.com,Event
001000000000000514,NorthSignal Solutions,Enterprise,Medium,Silver,Telecom,NA-West,Active,2026-04-28,2027-04-28,428166,Analytics Suite,2023-11-11,IN,21824,www.northsignal.com,Partner
001000000000000515,Pan-Atlantic Wave Inc,Enterprise,Low,Gold,Energy,EMEA,Active,2026-09-28,2027-09-28,617512,Analytics Suite,2023-01-22,US,4530,www.pan-atlantic.com,Outbound
001000000000000516,CascadeDigital Co,Enterprise,Low,Gold,Manufacturing,NA-East,Active,2026-05-31,2027-05-31,1031282,Data Sync,2024-06-14,US,16016,www.cascadedigital.com,Outbound
001000000000000517,CascadeWave Industries,Enterprise,Medium,Bronze,Energy,NA-East,Active,2026-12-11,2027-12-11,914990,Edge Connect,2020-03-26,AU,46737,www.cascadewave.com,Event
001000000000000518,SterlingGrid Holdings,SMB,Low,Platinum,Public Sector,LATAM,Active,2025-11-14,2026-11-14,13500,AI Studio,2024-07-22,SG,20192,www.sterlinggrid.com,Partner
001000000000000519,AuroraMicro Industries,SMB,Low,Bronze,Public Sector,NA-West,Expired,2024-12-17,2025-12-17,49245,Core Platform,2020-09-23,US,52442,www.auroramicro.com,Inbound
001000000000000520,DeltaCompute Industries,Enterprise,High,Gold,Biotech,NA-East,Expired,2025-03-02,2026-03-02,1107564,Data Sync,2023-04-08,BR,12209,www.deltacompute.com,Partner
001000000000000521,QuantumNetworks Corp,Enterprise,High,Bronze,Logistics,LATAM,Active,2025-12-05,2026-12-05,1091588,Data Sync,2024-05-27,UK,15728,www.quantumnetworks.com,Inbound
001000000000000522,CascadeCloud Co,Enterprise,Medium,Silver,Manufacturing,NA-West,Active,2025-09-15,2026-09-15,667989,Edge Connect,2021-07-12,SG,18871,www.cascadecloud.com,Event
001000000000000523,CopperDigital LLC,Enterprise,High,Gold,Public Sector,LATAM,Expired,2025-06-03,2026-06-03,742775,Edge Connect,2025-02-07,BR,20567,www.copperdigital.com,Outbound
001000000000000524,IronWave Corp,SMB,High,Bronze,Media,NA-West,Active,2026-08-29,2027-08-29,36354,Analytics Suite,2021-07-14,UK,38276,www.ironwave.com,Partner
001000000000000525,TitanVision Co,Enterprise,High,Gold,Energy,APAC,Active,2026-01-16,2027-01-16,641746,Data Sync,2023-02-08,JP,21755,www.titanvision.com,Outbound
001000000000000526,GraniteNexus Technologies,Enterprise,High,Silver,Biotech,EMEA,Active,2026-07-06,2027-07-06,280296,Data Sync,2024-02-08,JP,17943,www.granitenexus.com,Outbound
001000000000000527,CobaltCore Systems,Enterprise,Medium,Silver,Media,NA-East,Active,2025-08-12,2026-08-12,523282,AI Studio,2022-07-01,JP,14118,www.cobaltcore.com,Inbound
001000000000000528,GraniteCloud Group,SMB,Medium,Silver,Technology,EMEA,Active,2025-08-01,2026-08-01,20236,Core Platform,2023-10-10,IN,51880,www.granitecloud.com,Event
001000000000000529,GraniteLoop Group,Enterprise,High,Silver,Public Sector,NA-East,Expired,2025-06-29,2026-06-29,597400,Core Platform,2020-03-10,IN,45439,www.graniteloop.com,Event
001000000000000530,Meridian Signal LLC,SMB,Low,Silver,Media,EMEA,Active,2026-07-20,2027-07-20,49966,AI Studio,2022-07-30,DE,38477,www.meridian.com,Event
001000000000000531,DeltaDigital Corp,SMB,High,Silver,Telecom,NA-East,Expired,2025-04-07,2026-04-07,68258,AI Studio,2021-04-28,IN,29765,www.deltadigital.com,Partner
001000000000000532,UnionCore Group,SMB,Low,Gold,Retail,LATAM,Active,2026-11-15,2027-11-15,65985,AI Studio,2024-07-13,FR,52518,www.unioncore.com,Event
001000000000000533,PacificCore Co,Enterprise,Medium,Platinum,Public Sector,NA-West,Active,2026-06-21,2027-06-21,862486,AI Studio,2023-11-18,US,26354,www.pacificcore.com,Inbound
001000000000000534,SummitGrid Industries,Enterprise,High,Bronze,Healthcare,LATAM,Active,2025-08-19,2026-08-19,548229,Analytics Suite,2021-07-22,FR,55742,www.summitgrid.com,Inbound
